day,bed_type,zip_code,from_facility_pfi,to_facility_pfi,patients,rank
56,ward,10001,1438,1301,12.961205793092716,20
56,ward,10001,1438,1320,0.6394325916386876,21
56,ward,10002,1437,1320,0.2305481572632928,13
56,ward,10002,1437,1304,5.689375662121208,15
56,ward,10002,1437,1305,10.843080380886676,17
56,ward,10002,1437,1286,0.8493792805569313,20
56,ward,10002,1437,1638,1.9562431664921363,22
56,ward,10002,1437,1324,1.1512336957741454,23
56,ward,10002,1437,1293,0.26674415970055065,25
56,ward,10002,1437,1738,7.3957469223091294,27
56,ward,10002,1437,1637,6.990005363530386,28
56,ward,10002,1437,1629,0.8939981931363832,29
56,ward,10002,1437,1294,2.459885071364198,31
56,ward,10002,1437,1628,0.19215615418163168,32
56,ward,10002,1437,1633,0.7604224065044392,33
56,ward,10002,1437,1164,0.4617113569354956,34
56,ward,10002,1437,1178,12.131414213686185,35
56,ward,10002,1437,1740,23.167603273325682,36
56,ward,10002,1437,1176,3.310722797136684,37
56,ward,10002,1437,3975,0.621085254045795,38
56,ward,10002,1437,3058,3.834871341945984,39
56,ward,10002,1437,1165,10.706265786403662,40
56,ward,10002,1437,1186,7.87902743462449,41
56,ward,10002,1437,1169,33.46317851441725,42
56,ward,10002,1437,1168,12.256886095028527,43
56,ward,10002,1437,1635,2.766377700344954,44
56,ward,10002,1437,1737,3.576096120998333,45
57,ward,10001,1438,1463,10.03354586808463,1
57,ward,10001,1438,1466,4.86974055823913,2
57,ward,10001,1438,10139,3.4482090535565604,3
57,ward,10001,1438,1458,4.961433195547826,4
57,ward,10001,1438,1450,9.036877437957273,5
57,ward,10001,1438,1456,17.923584553096248,7
57,ward,10001,1438,1454,0.772756253383065,8
57,ward,10001,1438,1469,1.1669805837957057,10
57,ward,10001,1438,1445,1.5142795533585414,14
57,ward,10001,1438,1306,2.7423640032399135,15
57,ward,10001,1438,1626,0.6950713820205721,16
57,ward,10001,1438,1172,3.175094425325554,18
57,ward,10001,1438,1464,15.09071972632401,19
57,ward,10001,1438,1301,2.524880194290745,20
57,ward,10001,1438,1304,0.9982020469983297,22
57,ward,10001,1438,1305,1.9667441993837542,23
57,ward,10001,1438,1638,0.2229144150752873,24
57,ward,10001,1438,1178,3.4473271443458486,25
57,ward,10001,1438,1176,0.5071588858194644,28
57,ward,10001,1438,1637,1.0621997692330893,29
57,ward,10001,1438,3975,0.005163398247759687,31
57,ward,10001,1438,1324,0.08501950238757416,32
57,ward,10001,1438,1738,2.5478442367736065,33
57,ward,10001,1438,3058,0.5673265224978081,37
57,ward,10001,1438,1165,3.1724075928370183,38
57,ward,10001,1438,1186,2.746086934533757,39
57,ward,10001,1438,1169,15.943166150517598,40
57,ward,10001,1438,1294,0.2888973300426869,41
57,ward,10001,1438,1168,5.5480195324842825,42
57,ward,10001,1438,1740,10.677959622429057,43
57,ward,10001,1438,1635,0.4332611151260366,44
57,ward,10001,1438,1737,1.3528767186805872,45
58,ward,10001,1438,1463,1.6954330983417805,1
58,ward,10001,1438,1466,0.8535870189392085,2
58,ward,10001,1438,10139,0.6526907097173265,3
58,ward,10001,1438,1458,0.33473388577291985,4
58,ward,10001,1438,1450,1.7328638010917246,5
58,ward,10001,1438,1456,3.48474316435329,7
58,ward,10001,1438,1469,0.08094275818186247,10
58,ward,10001,1438,1445,0.2219892696584722,14
58,ward,10001,1438,1172,0.4736338613129618,18
58,ward,10001,1438,1464,2.880701873441666,19
58,ward,10001,1438,1178,0.38057838996041937,25
58,ward,10001,1438,1738,0.39097676068057297,33
58,ward,10001,1438,1165,0.3654461160471385,38
58,ward,10001,1438,1186,0.3937910559344715,39
58,ward,10001,1438,1169,3.1073303036887694,40
58,ward,10001,1438,1168,1.0497500920520864,42
58,ward,10001,1438,1740,2.0399115980358147,43
58,ward,10001,1438,1737,0.22570006892312122,45
60,ward,10001,1438,1463,0.15186729003296762,1
60,ward,10001,1438,1466,0.23245305525523463,2
60,ward,10001,1438,10139,0.07136356215951167,3
60,ward,10001,1438,1458,0.06959735850344373,4
60,ward,10001,1438,1450,0.14390422012050408,5
60,ward,10001,1438,1437,0.26025441469939636,6
60,ward,10001,1438,1456,0.19307902779755182,7
60,ward,10001,1438,1454,0.13964531760242238,8
60,ward,10001,1438,1639,0.26809556601708096,9
60,ward,10001,1438,1469,0.2944327621801506,10
60,ward,10001,1438,1288,0.2599198676059089,11
60,ward,10001,1438,1692,0.3618361599440547,12
60,ward,10001,1438,1318,0.2664418549104255,13
60,ward,10001,1438,1445,0.15617752671339957,14
60,ward,10001,1438,1306,0.1032175744454662,15
60,ward,10001,1438,1626,0.4758616976084653,16
60,ward,10001,1438,1309,0.27883266510411886,17
60,ward,10001,1438,1172,0.21133480227750567,18
60,ward,10001,1438,1464,0.26544150436760106,19
60,ward,10001,1438,1301,0.07784499203515338,20
60,ward,10001,1438,1320,0.2688533755490212,21
60,ward,10001,1438,1304,0.3069037629360736,22
60,ward,10001,1438,1305,0.44357320832415326,23
60,ward,10001,1438,1638,0.18417599690449293,24
60,ward,10001,1438,1178,0.24760978706615333,25
60,ward,10001,1438,1164,0.2204880715322659,26
60,ward,10001,1438,1286,0.556904109721529,27
60,ward,10001,1438,1176,0.34055012307056387,28
60,ward,10001,1438,1637,0.26749060670094593,29
60,ward,10001,1438,1628,0.4846719229091505,30
60,ward,10001,1438,3975,0.26159666947262394,31
60,ward,10001,1438,1324,0.19095340688807738,32
60,ward,10001,1438,1738,0.2290365786495201,33
60,ward,10001,1438,1293,0.24537792014971416,34
60,ward,10001,1438,1629,0.5724696534317957,35
60,ward,10001,1438,1633,0.38991379674776994,36
60,ward,10001,1438,3058,0.43868612402262386,37
60,ward,10001,1438,1165,0.14322865421274855,38
60,ward,10001,1438,1186,0.02437184411567017,39
60,ward,10001,1438,1169,0.1570201235381603,40
60,ward,10001,1438,1294,0.4462271244031655,41
60,ward,10001,1438,1168,0.11559551116778977,42
60,ward,10001,1438,1740,0.1654475689982462,43
60,ward,10001,1438,1635,0.17770838007960066,44
60,ward,10001,1438,1737,0.08666749778476301,45
60,icu,10001,1438,1463,3.802358160723127,1
60,icu,10001,1438,1466,4.463098660900325,2
60,icu,10001,1438,1458,11.25665254828429,4
60,icu,10001,1438,1450,2.76296102631418,5
60,icu,10001,1438,1437,4.119999999999999,6
60,icu,10001,1438,1456,4.957451409611938,7
60,icu,10001,1438,1454,2.0599999999999996,8
60,icu,10001,1438,1639,1.4419999999999997,9
60,icu,10001,1438,1469,5.653109033858179,10
60,icu,10001,1438,1288,3.5019999999999993,11
60,icu,10001,1438,1692,4.325999999999999,12
60,icu,10001,1438,1318,0.31755168857309535,13
60,icu,10002,1437,1306,6.391474136001777,5
60,icu,10002,1437,1309,5.149999999999999,6
60,icu,10002,1437,1318,2.978448311426904,8
60,icu,10002,1437,1301,8.239999999999998,12
60,icu,10002,1437,1320,5.355999999999999,13
60,icu,10002,1437,1304,5.892552248372954,15
60,icu,10002,1437,1305,11.388800338671919,17
60,icu,10002,1437,1626,7.415999999999999,19
60,icu,10002,1437,1286,6.797999999999998,20
60,icu,10002,1437,1638,3.7079999999999993,22
60,icu,10002,1437,1324,4.325999999999999,23
60,icu,10002,1437,1293,1.2359999999999998,25
60,icu,10002,1437,1172,7.003999999999999,26
60,icu,10002,1437,1738,4.3975023100710615,27
60,icu,10002,1437,1637,14.625999999999998,28
60,icu,10002,1437,1629,5.355999999999999,29
60,icu,10002,1437,1464,6.7321962312539725,30
60,icu,10002,1437,1294,8.033999999999999,31
60,icu,10002,1437,1628,4.119999999999999,32
60,icu,10002,1437,1633,3.2959999999999994,33
60,icu,10002,1437,1178,7.621999999999998,35
60,icu,10002,1437,1740,3.1765933247674187,36
60,icu,10002,1437,1176,3.2959999999999994,37
60,icu,10002,1437,3975,2.0599999999999996,38
60,icu,10002,1437,3058,6.591999999999999,39
60,icu,10002,1437,1165,6.752593792388415,40
60,icu,10002,1437,1186,5.0424368096477306,41
60,icu,10002,1437,1169,3.0147863719318444,42
60,icu,10002,1437,1168,2.2194338144214694,43
60,icu,10002,1437,1635,3.2959999999999994,44
60,icu,10002,1437,1737,1.6640159574675515,45
61,ward,10001,1438,1463,1.083992212806308,1
61,ward,10001,1438,1466,1.6591940350350143,2
61,ward,10001,1438,10139,0.5093759534538904,3
61,ward,10001,1438,1458,0.49676921628937976,4
61,ward,10001,1438,1450,1.0271537338073955,5
61,ward,10001,1438,1437,1.7652408234969137,6
61,ward,10001,1438,1456,1.3781516911465417,7
61,ward,10001,1438,1454,0.9967547113206336,8
61,ward,10001,1438,1639,1.836009080085411,9
61,ward,10001,1438,1469,2.1015902853664272,10
61,ward,10001,1438,1288,1.8708805880295145,11
61,ward,10001,1438,1692,2.58877454972027,12
61,ward,10001,1438,1318,1.8624592745520658,13
61,ward,10001,1438,1445,1.1147576462047297,14
61,ward,10001,1438,1306,0.7672183706074094,15
61,ward,10001,1438,1626,3.474179047032223,16
61,ward,10001,1438,1309,1.9023195755205542,17
61,ward,10001,1438,1172,1.508457021350793,18
61,ward,10001,1438,1464,1.8946576555593708,19
61,ward,10001,1438,1301,0.6354723630304164,20
61,ward,10001,1438,1320,2.048110627745025,21
61,ward,10001,1438,1304,2.1906052911812424,22
61,ward,10001,1438,1305,3.166118941929369,23
61,ward,10001,1438,1638,1.5258915269848714,24
61,ward,10001,1438,1178,1.7873858930786923,25
61,ward,10001,1438,1164,1.5537841076612615,26
61,ward,10001,1438,1286,3.766114298607633,27
61,ward,10001,1438,1176,2.430764922443302,28
61,ward,10001,1438,1637,2.444446898888387,29
61,ward,10001,1438,1628,3.0041096145459605,30
61,ward,10001,1438,3975,1.867214148239242,31
61,ward,10001,1438,1324,1.5087885332466513,32
61,ward,10001,1438,1738,1.6348080462219485,33
61,ward,10001,1438,1293,1.6056396007485922,34
61,ward,10001,1438,1629,3.881817017159065,35
61,ward,10001,1438,1633,2.7196939837389422,36
61,ward,10001,1438,3058,3.131236108864343,37
61,ward,10001,1438,1165,1.0223317067397488,38
61,ward,10001,1438,1186,0.17396036518026392,39
61,ward,10001,1438,1169,1.120771899809455,40
61,ward,10001,1438,1294,3.185061956994673,41
61,ward,10001,1438,1168,0.82509297370094,42
61,ward,10001,1438,1740,1.180924979848612,43
61,ward,10001,1438,1635,1.36628634283489,44
61,ward,10001,1438,1737,0.618611767429794,45
61,icu,10001,1438,1463,21.94764183927688,1
61,icu,10001,1438,1466,2.12890133909967,2
61,icu,10001,1438,1458,9.755347451715703,4
61,icu,10001,1438,1450,7.125038973685818,5
61,icu,10001,1438,1456,1.3230604982448995,7
61,icu,10002,1437,1306,0.612525863998223,5
61,icu,10002,1437,1304,0.9054477516270474,15
61,icu,10002,1437,1305,2.4131996613280844,17
61,icu,10002,1437,1456,13.289488092143163,18
61,icu,10002,1437,1469,2.38089096614182,21
61,icu,10002,1437,1738,2.4004976899289368,27
